"STATION","NAME","LATITUDE","LONGITUDE","ELEVATION","DATE","AWND","AWND_ATTRIBUTES","PGTM","PGTM_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","SNWD","SNWD_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","WDF2","WDF2_ATTRIBUTES","WDF5","WDF5_ATTRIBUTES","WSF2","WSF2_ATTRIBUTES","WSF5","WSF5_ATTRIBUTES","WT01","WT01_ATTRIBUTES","WT02","WT02_ATTRIBUTES","WT03","WT03_ATTRIBUTES","WT04","WT04_ATTRIBUTES","WT05","WT05_ATTRIBUTES","WT07","WT07_ATTRIBUTES","WT08","WT08_ATTRIBUTES"
"USW00012921","SAN ANTONIO INTERNATIONAL AIRPORT, TX US","29.5443","-98.4839","240.5","2020-08-13","9.62",",,W",,,"0.00",",,D,2400","0.0",",,D","0.0",",,D","89","H,,S","102",",,D","78",",,D","  170",",,W","  160",",,W","21.9",",,W","33.1",",,W",,,,,,,,,,,,,,
"USW00012921","SAN ANTONIO INTERNATIONAL AIRPORT, TX US","29.5443","-98.4839","240.5","2020-08-14","10.51",",,W",,,"0.00",",,D,2400","0.0",",,D","0.0",",,D","90","H,,S","104",",,D","78",",,D","  160",",,W","  150",",,W","19.9",",,W","25.9",",,W",,,,,,,,,,,,,,
"USW00012921","SAN ANTONIO INTERNATIONAL AIRPORT, TX US","29.5443","-98.4839","240.5","2020-08-15","8.50",",,W",,,"0.00",",,D,2400","0.0",",,D","0.0",",,D","90","H,,S","104",",,D","79",",,D","  160",",,W","  160",",,W","21.9",",,W","29.1",",,W",,,,,,,,,,,,,,
"USW00012921","SAN ANTONIO INTERNATIONAL AIRPORT, TX US","29.5443","-98.4839","240.5","2020-08-16","7.16",",,W",,,"0.00",",,D,2400","0.0",",,D","0.0",",,D","90","H,,S","103",",,D","78",",,D","  160",",,W","  130",",,W","17.0",",,W","25.1",",,W",,,,,,,,,,,,,,
"USW00012921","SAN ANTONIO INTERNATIONAL AIRPORT, TX US","29.5443","-98.4839","240.5","2020-08-17","6.71",",,W",,,"0.00","T,,D,2400","0.0",",,D","0.0",",,D","88","H,,S","99",",,D","77",",,D","   40",",,W","   40",",,W","21.9",",,W","29.1",",,W",,,,,"    1",",,W",,,,,,,,
"USW00012921","SAN ANTONIO INTERNATIONAL AIRPORT, TX US","29.5443","-98.4839","240.5","2020-08-18","5.82",",,W",,,"0.00","T,,D,2400","0.0",",,D","0.0",",,D","87","H,,S","103",",,D","77",",,D","  220",",,W","  230",",,W","21.0",",,W","27.1",",,W",,,,,,,,,,,,,,
"USW00012921","SAN ANTONIO INTERNATIONAL AIRPORT, TX US","29.5443","-98.4839","240.5","2020-08-19","6.04",",,W",,,"0.00",",,D,2400","0.0",",,D","0.0",",,D","86","H,,S","103",",,D","73",",,D","   10",",,W","   60",",,W","15.0",",,W","23.0",",,W",,,,,,,,,,,,,,
"USW00012921","SAN ANTONIO INTERNATIONAL AIRPORT, TX US","29.5443","-98.4839","240.5","2020-08-20","4.92",",,W",,,"0.00",",,D,2400","0.0",",,D","0.0",",,D","87","H,,S","100",",,D","74",",,D","   70",",,W","   70",",,W","14.1",",,W","19.9",",,W",,,,,,,,,,,,,,
"USW00012921","SAN ANTONIO INTERNATIONAL AIRPORT, TX US","29.5443","-98.4839","240.5","2020-08-21","6.71",",,W",,,"0.00",",,D,2400","0.0",",,D","0.0",",,D","87","H,,S","101",",,D","74",",,D","  140",",,W","  130",",,W","19.9",",,W","23.9",",,W",,,,,,,,,,,,,,
"USW00012921","SAN ANTONIO INTERNATIONAL AIRPORT, TX US","29.5443","-98.4839","240.5","2020-08-22","6.71",",,W",,,"0.37",",,D,2400","0.0",",,D","0.0",",,D","82","H,,S","90",",,D","71",",,D","   50",",,W","   50",",,W","14.1",",,W","21.0",",,W","    1",",,W",,,"    1",",,W",,,,,,,,
"USW00012921","SAN ANTONIO INTERNATIONAL AIRPORT, TX US","29.5443","-98.4839","240.5","2020-08-23","6.04",",,W",,,"0.00",",,D,2400","0.0",",,D","0.0",",,D","81","H,,S","95",",,D","69",",,D","  100",",,W","  110",",,W","17.0",",,W","25.1",",,W",,,,,,,,,,,,,,
"USW00012921","SAN ANTONIO INTERNATIONAL AIRPORT, TX US","29.5443","-98.4839","240.5","2020-08-24","6.49",",,W",,,"0.00",",,D,2400","0.0",",,D","0.0",",,D","85","H,,S","98",",,D","73",",,D","  100",",,W","   60",",,W","18.1",",,W","27.1",",,W",,,,,,,,,,,,,,
"USW00012921","SAN ANTONIO INTERNATIONAL AIRPORT, TX US","29.5443","-98.4839","240.5","2020-08-25","5.82",",,W",,,"0.00",",,D,2400","0.0",",,D","0.0",",,D","86","H,,S","100",",,D","73",",,D","   60",",,W","   90",",,W","15.0",",,W","23.9",",,W",,,,,,,,,,,,,,
"USW00012921","SAN ANTONIO INTERNATIONAL AIRPORT, TX US","29.5443","-98.4839","240.5","2020-08-26","6.71",",,W",,,"0.00",",,D,2400","0.0",",,D","0.0",",,D","88","H,,S","98",",,D","77",",,D","   60",",,W","   70",",,W","17.0",",,W","23.9",",,W",,,,,,,,,,,,,,
"USW00012921","SAN ANTONIO INTERNATIONAL AIRPORT, TX US","29.5443","-98.4839","240.5","2020-08-27","6.71",",,W",,,"0.00",",,D,2400","0.0",",,D","0.0",",,D","87","H,,S","100",",,D","76",",,D","  140",",,W","  130",",,W","23.0",",,W","29.1",",,W",,,,,,,,,,,,,,
"USW00012921","SAN ANTONIO INTERNATIONAL AIRPORT, TX US","29.5443","-98.4839","240.5","2020-08-28","10.29",",,W",,,"0.00",",,D,2400","0.0",",,D","0.0",",,D","90","H,,S","104",",,D","79",",,D","  140",",,W","  140",",,W","23.0",",,W","30.0",",,W",,,,,,,,,,,,,"    1",",,W"
"USW00012921","SAN ANTONIO INTERNATIONAL AIRPORT, TX US","29.5443","-98.4839","240.5","2020-08-29","9.17",",,W",,,"0.00",",,D,2400","0.0",",,D","0.0",",,D","90","H,,S","103",",,D","79",",,D","  150",",,W","  150",",,W","23.9",",,W","34.0",",,W",,,,,,,,,,,,,,
"USW00012921","SAN ANTONIO INTERNATIONAL AIRPORT, TX US","29.5443","-98.4839","240.5","2020-08-30","10.07",",,W"," 2133",",,W","0.00",",,D,2400","0.0",",,D","0.0",",,D","88","H,,S","100",",,D","78",",,D","  140",",,W","  140",",,W","23.0",",,W","30.0",",,W",,,,,,,,,,,,,,
"USW00012921","SAN ANTONIO INTERNATIONAL AIRPORT, TX US","29.5443","-98.4839","240.5","2020-08-31",,,,,"0.00",",,D,2400","0.0",",,D","0.0",",,D",,,"101",",,D","79",",,D",,,,,,,,,,,,,,,,,,,,,,
"USW00012921","SAN ANTONIO INTERNATIONAL AIRPORT, TX US","29.5443","-98.4839","240.5","2020-09-01",,,,,"0.00","T,,D,2400","0.0",",,D","0.0",",,D",,,"100",",,D","78",",,D",,,,,,,,,,,,,,,,,,,,,,
"USW00012921","SAN ANTONIO INTERNATIONAL AIRPORT, TX US","29.5443","-98.4839","240.5","2020-09-02",,,,,"0.00","T,,D,2400","0.0",",,D","0.0",",,D",,,"95",",,D","78",",,D",,,,,,,,,,,,,,,,,,,,,,
"USW00012921","SAN ANTONIO INTERNATIONAL AIRPORT, TX US","29.5443","-98.4839","240.5","2020-09-03",,,,,"0.18",",,D,2400","0.0",",,D","0.0",",,D",,,"99",",,D","75",",,D",,,,,,,,,,,,,,,,,,,,,,
"USW00012921","SAN ANTONIO INTERNATIONAL AIRPORT, TX US","29.5443","-98.4839","240.5","2020-09-04","6.49",",,W",,,"0.00","T,,D,2400","0.0",",,D","0.0",",,D","78","H,,S","85",",,D","74",",,D","   90",",,W","  100",",,W","18.1",",,W","25.1",",,W",,,,,"    1",",,W",,,,,,,,
"USW00012921","SAN ANTONIO INTERNATIONAL AIRPORT, TX US","29.5443","-98.4839","240.5","2020-09-05","6.93",",,W",,,"0.00","T,,D,2400","0.0",",,D","0.0",",,D","80","H,,S","93",",,D","75",",,D","  100",",,W","  110",",,W","17.0",",,W","23.0",",,W",,,,,,,,,,,,,,
"USW00012921","SAN ANTONIO INTERNATIONAL AIRPORT, TX US","29.5443","-98.4839","240.5","2020-09-06","4.70",",,W",,,"0.00",",,D,2400","0.0",",,D","0.0",",,D","81","H,,S","95",",,D","74",",,D","  210",",,W","  210",",,W","17.0",",,W","21.9",",,W",,,,,,,,,,,,,,
"USW00012921","SAN ANTONIO INTERNATIONAL AIRPORT, TX US","29.5443","-98.4839","240.5","2020-09-07","6.71",",,W",,,"0.00",",,D,2400","0.0",",,D","0.0",",,D","83","H,,S","94",",,D","73",",,D","  150",",,W","  140",",,W","21.0",",,W","25.9",",,W",,,,,,,,,,,,,,
"USW00012921","SAN ANTONIO INTERNATIONAL AIRPORT, TX US","29.5443","-98.4839","240.5","2020-09-08","11.41",",,W",,,"0.52",",,D,2400","0.0",",,D","0.0",",,D","83","H,,S","94",",,D","73",",,D","  160",",,W","  160",",,W","30.0",",,W","40.9",",,W",,,,,"    1",",,W",,,,,,,"    1",",,W"
"USW00012921","SAN ANTONIO INTERNATIONAL AIRPORT, TX US","29.5443","-98.4839","240.5","2020-09-09","11.63",",,W",,,"1.14",",,D,2400","0.0",",,D","0.0",",,D","79","H,,S","87",",,D","60",",,D","  180",",,W","  170",",,W","23.0",",,W","30.0",",,W","    1",",,W",,,"    1",",,W",,,,,,,,
"USW00012921","SAN ANTONIO INTERNATIONAL AIRPORT, TX US","29.5443","-98.4839","240.5","2020-09-10","10.07",",,W",,,"0.60",",,D,2400","0.0",",,D","0.0",",,D","64","H,,S","72",",,D","57",",,D","  330",",,W","  320",",,W","19.9",",,W","27.1",",,W","    1",",,W",,,,,,,,,,,,
"USW00012921","SAN ANTONIO INTERNATIONAL AIRPORT, TX US","29.5443","-98.4839","240.5","2020-09-11","7.38",",,W",,,"0.00",",,D,2400","0.0",",,D","0.0",",,D","71","H,,S","89",",,D","63",",,D","  350",",,W","  360",",,W","14.1",",,W","18.1",",,W",,,,,,,,,,,,,,
"USW00012921","SAN ANTONIO INTERNATIONAL AIRPORT, TX US","29.5443","-98.4839","240.5","2020-09-12","3.80",",,W",,,"0.00",",,D,2400","0.0",",,D","0.0",",,D","79","H,,S","93",",,D","69",",,D","   40",",,W","   90",",,W","10.1",",,W","16.1",",,W","    1",",,W",,,,,,,,,,,,
"USW00012921","SAN ANTONIO INTERNATIONAL AIRPORT, TX US","29.5443","-98.4839","240.5","2020-09-13","8.28",",,W",,,"0.00",",,D,2400","0.0",",,D","0.0",",,D","84","H,,S","95",",,D","75",",,D","   20",",,W","   10",",,W","17.0",",,W","25.9",",,W",,,,,,,,,,,,,,
"USW00012921","SAN ANTONIO INTERNATIONAL AIRPORT, TX US","29.5443","-98.4839","240.5","2020-09-14","10.96",",,W",,,"0.00",",,D,2400","0.0",",,D","0.0",",,D","84","H,,S","93",",,D","75",",,D","   40",",,W","   10",",,W","18.1",",,W","25.1",",,W",,,,,,,,,,,,,,
"USW00012921","SAN ANTONIO INTERNATIONAL AIRPORT, TX US","29.5443","-98.4839","240.5","2020-09-15","8.05",",,W",,,"0.00",",,D,2400","0.0",",,D","0.0",",,D","83","H,,S","92",",,D","75",",,D","   50",",,W","  360",",,W","14.1",",,W","23.0",",,W",,,,,,,,,,,,,,
"USW00012921","SAN ANTONIO INTERNATIONAL AIRPORT, TX US","29.5443","-98.4839","240.5","2020-09-16","4.92",",,W",,,"0.00","T,,D,2400","0.0",",,D","0.0",",,D","83","H,,S","93",",,D","74",",,D","  350",",,W","  350",",,W","17.0",",,W","21.9",",,W",,,,,,,,,,,,,,
"USW00012921","SAN ANTONIO INTERNATIONAL AIRPORT, TX US","29.5443","-98.4839","240.5","2020-09-17","8.95",",,W",,,"0.06",",,D,2400","0.0",",,D","0.0",",,D","80","H,,S","90",",,D","73",",,D","   20",",,W","   10",",,W","25.9",",,W","34.0",",,W",,,,,"    1",",,W",,,,,,,,
"USW00012921","SAN ANTONIO INTERNATIONAL AIRPORT, TX US","29.5443","-98.4839","240.5","2020-09-18","9.84",",,W",,,"0.00",",,D,2400","0.0",",,D","0.0",",,D","78","H,,S","89",",,D","72",",,D","   20",",,W","  360",",,W","18.1",",,W","27.1",",,W",,,,,,,,,,,,,,
"USW00012921","SAN ANTONIO INTERNATIONAL AIRPORT, TX US","29.5443","-98.4839","240.5","2020-09-19","8.05",",,W",,,"0.00",",,D,2400","0.0",",,D","0.0",",,D","77","H,,S","86",",,D","67",",,D","  360",",,W","  360",",,W","18.1",",,W","25.9",",,W",,,,,,,,,,,,,,
"USW00012921","SAN ANTONIO INTERNATIONAL AIRPORT, TX US","29.5443","-98.4839","240.5","2020-09-20","10.29",",,W",,,"0.01",",,D,2400","0.0",",,D","0.0",",,D","74","H,,S","87",",,D","62",",,D","   10",",,W","   10",",,W","18.1",",,W","25.1",",,W",,,,,,,,,,,,,,
"USW00012921","SAN ANTONIO INTERNATIONAL AIRPORT, TX US","29.5443","-98.4839","240.5","2020-09-21","12.75",",,W",,,"0.58",",,D,2400","0.0",",,D","0.0",",,D","72","H,,S","75",",,D","68",",,D","   10",",,W","   40",",,W","21.0",",,W","30.0",",,W","    1",",,W",,,,,,,,,,,,
"USW00012921","SAN ANTONIO INTERNATIONAL AIRPORT, TX US","29.5443","-98.4839","240.5","2020-09-22","13.87",",,W",,,"0.00","T,,D,2400","0.0",",,D","0.0",",,D","72","H,,S","82",",,D","69",",,D","  350",",,W","  360",",,W","21.9",",,W","31.1",",,W",,,,,,,,,,,,,,
"USW00012921","SAN ANTONIO INTERNATIONAL AIRPORT, TX US","29.5443","-98.4839","240.5","2020-09-23","7.83",",,W"," 1427",",,W","0.00",",,D,2400","0.0",",,D","0.0",",,D","75","H,,S","83",",,D","67",",,D","  360",",,W","  350",",,W","16.1",",,W","21.9",",,W",,,,,,,,,,,,,,
"USW00012921","SAN ANTONIO INTERNATIONAL AIRPORT, TX US","29.5443","-98.4839","240.5","2020-09-24",,,,,"0.00",",,D,2400","0.0",",,D","0.0",",,D","69","H,,S","86",",,D","62",",,D",,,,,,,,,,,,,,,,,,,,,,
